iter	Logloss	Accuracy
85	0.2198489353	0.9305356098
86	0.218340214	0.931918515
87	0.21738694	0.9323440243
88	0.2169622161	0.9322376469
89	0.2162896763	0.9330354768
90	0.2150226018	0.9335673634
91	0.2139010999	0.9338333067
92	0.212776375	0.9344715707
93	0.2109594589	0.9361204191
94	0.209804352	0.9366523057
95	0.2080005498	0.9376628903
96	0.2060328837	0.9391521728
97	0.2055145868	0.9393117387
98	0.2039893275	0.9408542099
99	0.2029876267	0.9409073985
100	0.2010054253	0.9424498697
101	0.1995174515	0.9435136429
102	0.1984061209	0.9436200202
103	0.1966872835	0.9448433594
104	0.1952778287	0.9452688687
105	0.1941448653	0.9461730759
106	0.193384699	0.9471836604
107	0.1921512473	0.9471304718
108	0.190666127	0.948034679
109	0.1888994583	0.9486197543
110	0.1871470711	0.9496303388
111	0.1865321233	0.9503749801
112	0.184978862	0.9517046966
113	0.1841276938	0.9522897718
114	0.1829416866	0.9527152811
115	0.1819566848	0.953193979
116	0.1810319849	0.9540981863
117	0.1792505674	0.9550555821
118	0.1786348064	0.9553215255
119	0.1770602414	0.956172544
120	0.1756290355	0.9571831286
121	0.174619276	0.9578213925
122	0.1729596497	0.9586192224
123	0.1713316747	0.9594702409
124	0.1702426862	0.9598425616
125	0.1691258517	0.9609063348
126	0.1680568383	0.9614382214
127	0.1669018781	0.9615445987
128	0.1656704014	0.9623424286
129	0.1648426852	0.9626615606
130	0.1640262242	0.9634593905
131	0.1632332713	0.9637785224
132	0.1620096958	0.9640444657
133	0.1612081022	0.9647359183
134	0.1600618201	0.9651614276
135	0.1588165534	0.9659592575
136	0.157575957	0.9667570874
137	0.1560835776	0.9680336152
138	0.1550501077	0.9686186905
139	0.1545682816	0.9690973884
140	0.154116055	0.9693101431
141	0.1528334406	0.9698420297
142	0.1519507194	0.9704802936
143	0.1510127697	0.9705334823
144	0.1504079547	0.9706930482
145	0.1495836042	0.9709058029
146	0.148492908	0.9712249348
147	0.147157977	0.9720759534
148	0.1460910233	0.972767406
149	0.1451435476	0.9730333493
150	0.1443924906	0.9731929153
151	0.1433553699	0.9740439338
152	0.1424232728	0.9744694431
153	0.1417378194	0.9746290091
154	0.1406713344	0.975107707
155	0.1395191406	0.9760651029
156	0.1389153028	0.9760651029
157	0.1382431543	0.9762778576
158	0.1378164166	0.9763842349
159	0.1371248713	0.9766501782
160	0.1363683807	0.9770756875
161	0.1358077815	0.9773948194
162	0.1351310365	0.97776714
163	0.1342611662	0.978245838
164	0.1331457044	0.9787245359
165	0.1321766113	0.9792564225
166	0.1317339969	0.9793627999
167	0.131168416	0.9796287432
168	0.130194824	0.9800542524
169	0.1296926713	0.9801606298
170	0.1287914978	0.9804797617
171	0.127717728	0.9807988937
172	0.1268736217	0.9814371576
173	0.1263644693	0.9817562896
174	0.125669447	0.9817031009
175	0.1250224114	0.9819158555
176	0.1243326166	0.9819158555
177	0.1233532717	0.9825009308
178	0.1226531484	0.9829796287
179	0.1217528094	0.983245572
180	0.121192417	0.9834583267
181	0.1205429387	0.98372427
182	0.1201416481	0.9840965906
183	0.119310414	0.9842561566
184	0.1187062895	0.9846284772
185	0.1186901958	0.9846284772
186	0.1178669255	0.9850007978
187	0.1171203054	0.9855858731
188	0.1161349003	0.9859050051
189	0.1158391215	0.986064571
190	0.1153399207	0.9861177597
191	0.1145944695	0.9864368917
192	0.1138939294	0.986543269
193	0.1132426157	0.9867560236
194	0.1126675595	0.9870751556
195	0.111529192	0.9871815329
196	0.1106808561	0.9873942875
197	0.1104238673	0.9874474762
198	0.1095629865	0.9876602308
199	0.1091543302	0.9876602308
200	0.1086969488	0.9878729855
201	0.10772627	0.9881921174
202	0.1070166113	0.9886176267
203	0.1062633824	0.9890963247
204	0.1058348143	0.989202702
205	0.1055225856	0.9893090793
206	0.1047749895	0.9896282113
207	0.1040741729	0.9897345886
208	0.1034864613	0.9900537205
209	0.1026667941	0.9903196638
210	0.1018866049	0.9907451731
211	0.1012588941	0.9907983618
212	0.1006180345	0.9909047391
213	0.1001300506	0.9910111164
214	0.09984979129	0.9911174938
215	0.09936099224	0.9912770597
216	0.09858374953	0.9915961917
217	0.09790151895	0.9915961917
218	0.09765764431	0.991543003
219	0.09708266063	0.991702569
220	0.09668551163	0.9917557577
221	0.09624597719	0.992021701
222	0.09559507281	0.9921280783
223	0.09507938218	0.9923940216
224	0.09444979056	0.9925003989
225	0.09361509773	0.9928727195
226	0.09295833233	0.9930854742
227	0.09254366495	0.9931918515
228	0.09205257518	0.9933514175
229	0.09143448132	0.9936173608
230	0.09086911214	0.9938301154
231	0.09008574835	0.9940960587
232	0.08977301647	0.9940960587
233	0.08907257334	0.9945747567
234	0.08876570005	0.9947343226
235	0.08814983142	0.9948938886
236	0.08761505898	0.9946279453
237	0.08708158312	0.9947875113
238	0.08672097422	0.9948407
239	0.08626481452	0.9951598319
240	0.08587943131	0.9951066433
241	0.08572283328	0.9950534546
242	0.08533548881	0.9953725866
243	0.08499068493	0.9953725866
244	0.08470610706	0.9954789639
245	0.0842054944	0.9954789639
246	0.08372450173	0.9956917185
247	0.08319891657	0.9958512845
248	0.0827341128	0.9959044732
249	0.08235283329	0.9961172278
250	0.08188842989	0.9963299824
251	0.08148557491	0.9965427371
252	0.08100791898	0.9965959257
253	0.08065514781	0.9966491144
254	0.08032380953	0.9964895484
255	0.08007702574	0.9965959257
256	0.0797605156	0.9966491144
257	0.07945371872	0.9967554917
258	0.07903792869	0.996861869
259	0.07854836372	0.997021435
260	0.07797040916	0.9971278124
261	0.07764593707	0.9972341897
262	0.07721023013	0.9972341897
263	0.07682373572	0.997181001
264	0.07655123426	0.9972873783
265	0.07626726721	0.9972873783
266	0.07587004984	0.9973937557
267	0.07552954464	0.997500133
268	0.07520042619	0.9973937557
269	0.07493755159	0.997500133
270	0.07457847919	0.997500133
271	0.07395596112	0.9976065103
272	0.07355516809	0.9977128876
273	0.07303164975	0.9977128876
274	0.07261790174	0.9977660763
275	0.07220676588	0.9977660763
276	0.07205626539	0.9977660763
277	0.07153753327	0.9978192649
278	0.07139026511	0.9978192649
279	0.07104132464	0.9980320196
280	0.0708632725	0.9979788309
281	0.07063429303	0.9980852082
282	0.07023760959	0.9982447742
283	0.06992741326	0.9981915856
284	0.06961793877	0.9981915856
285	0.06935591195	0.9982979629
286	0.06909846709	0.9982979629
287	0.06892125463	0.9982979629
288	0.06863908206	0.9982979629
289	0.0684353567	0.9982979629
290	0.06814514171	0.9983511515
291	0.06791441696	0.9982979629
292	0.06741929112	0.9982979629
293	0.06707023824	0.9983511515
294	0.06677670498	0.9984575289
295	0.06632052476	0.9984575289
296	0.06609272721	0.9985107175
297	0.06576515261	0.9985639062
298	0.0656862537	0.9985639062
299	0.06531939678	0.9985639062
300	0.06496154563	0.9985639062
301	0.06476964731	0.9985639062
302	0.06448331135	0.9986170948
303	0.06419543114	0.9986170948
304	0.06406943275	0.9986170948
305	0.06367838769	0.9986170948
306	0.06307381567	0.9987234722
307	0.06282624591	0.9987766608
308	0.06265570429	0.9987766608
309	0.06242408175	0.9987766608
310	0.06203830669	0.9987766608
311	0.06179587233	0.9987234722
312	0.06143722367	0.9987234722
313	0.0611728042	0.9986702835
314	0.060904692	0.9986702835
315	0.06069836177	0.9988298495
316	0.06033175635	0.9988298495
317	0.06008814198	0.9988298495
318	0.05969439736	0.9988830381
319	0.05949680514	0.9988830381
320	0.05912528194	0.9989362268
321	0.05880166136	0.9989362268
322	0.05834838619	0.9989894155
323	0.0580715611	0.9989894155
324	0.05777727289	0.9990957928
325	0.05746616343	0.9991489814
326	0.0572420396	0.9992021701
327	0.05704277767	0.9992021701
328	0.05673372666	0.9992021701
329	0.0563932344	0.9992021701
330	0.05624472154	0.9992021701
331	0.05601137573	0.9992553588
332	0.05561912192	0.9992021701
333	0.05548228658	0.9992021701
334	0.05531338128	0.9992021701
335	0.05519695966	0.9992021701
336	0.05489552987	0.9992021701
337	0.05461038968	0.9992021701
338	0.05446169977	0.9992021701
339	0.0544585219	0.9992021701
340	0.05421542171	0.9992021701
341	0.05394055177	0.9992021701
342	0.05357636992	0.9993617361
343	0.05308840153	0.9993085474
344	0.05280482356	0.9994149247
345	0.05254281504	0.9994149247
346	0.05225894235	0.9994149247
347	0.05203213776	0.9994149247
348	0.05177498485	0.9994149247
349	0.05139739512	0.9995213021
350	0.05100321978	0.9995213021
351	0.05092725054	0.9996276794
352	0.05059766059	0.9996276794
353	0.05027737759	0.999680868
354	0.05011558021	0.9997340567
355	0.05000688862	0.9997340567
356	0.04976424535	0.9997872454
357	0.04952410756	0.9997872454
358	0.04934690732	0.999840434
359	0.04925555962	0.999840434
360	0.04916265922	0.999840434
361	0.04898759737	0.999840434
362	0.0488442344	0.999840434
363	0.04874618494	0.999840434
364	0.04834006171	0.999840434
365	0.04806387019	0.999840434
366	0.04785645881	0.999840434
367	0.04765777023	0.999840434
368	0.0474884765	0.999840434
369	0.04726179477	0.999840434
370	0.04704795453	0.999840434
371	0.04684784631	0.999840434
372	0.04653601299	0.999840434
373	0.04643850588	0.999840434
374	0.0462241326	0.9998936227
375	0.04596865735	0.999840434
376	0.0457653981	0.999840434
377	0.04556255434	0.9998936227
378	0.04529933558	0.9998936227
379	0.04512172224	0.9998936227
380	0.04497484358	0.9998936227
381	0.04473425704	0.9999468113
382	0.04450232482	0.9999468113
383	0.04434264232	0.9999468113
384	0.0441065886	0.9999468113
385	0.04382940654	0.9999468113
386	0.04375638604	0.9999468113
387	0.04355573634	0.9999468113
388	0.04339081963	0.9999468113
389	0.04324904368	0.9999468113
390	0.0431458986	0.9999468113
391	0.04296060225	1
392	0.04283752145	0.9999468113
393	0.04268741874	1
394	0.04256897259	1
395	0.04228418146	1
396	0.0421051686	1
397	0.04188976199	1
398	0.04168317483	1
399	0.04160958478	1
400	0.04146132328	1
401	0.04123383919	1
402	0.04103418911	1
403	0.04082872912	1
404	0.04069078783	1
405	0.0405846101	1
406	0.04047923337	1
407	0.04035842517	1
408	0.04012434266	1
409	0.03996352132	1
410	0.03984775044	1
411	0.03958948505	1
412	0.03939467876	1
413	0.03924592893	1
414	0.03909637623	1
415	0.03902989526	1
416	0.03891083235	1
417	0.03879241017	1
418	0.03862937848	1
419	0.03851402948	1
420	0.03836082092	1
421	0.03823235472	1
422	0.03799731725	1
423	0.03784321835	1
424	0.037739363	1
425	0.0375812758	1
426	0.0374045004	1
427	0.03721840736	1
428	0.03709945214	1
429	0.03694327007	1
430	0.03676968893	1
431	0.03661697437	1
432	0.03650129588	1
433	0.03634223263	1
434	0.03620000332	1
435	0.03605824372	1
436	0.03586278317	1
437	0.03568958265	1
438	0.03563916465	1
439	0.03551460818	1
440	0.03535200174	1
441	0.03521077243	1
442	0.03508007106	1
443	0.03488204112	1
444	0.0347741908	1
445	0.03463364138	1
446	0.03444372278	1
447	0.03428277325	1
448	0.03413153121	1
449	0.03397658849	1
450	0.03388859227	1
451	0.03376719736	1
452	0.03363618276	1
453	0.03356585539	1
454	0.03339268399	1
455	0.03324408188	1
456	0.03308757556	1
457	0.03298396437	1
458	0.03283538132	1
459	0.03269871017	1
460	0.03256013332	1
461	0.03251589592	1
462	0.03235024475	1
463	0.03228815496	1
464	0.03223002854	1
465	0.03216665508	1
466	0.03203546613	1
467	0.03189241789	1
468	0.03180189491	1
469	0.03170042534	1
470	0.03159313106	1
471	0.0315062726	1
472	0.03137525126	1
473	0.03128130091	1
474	0.0311565336	1
475	0.03102527513	1
476	0.03091419145	1
477	0.03083302364	1
478	0.03071532001	1
479	0.03055945558	1
480	0.03049841936	1
481	0.03039605819	1
482	0.03026204491	1
483	0.03010298494	1
484	0.03001934043	1
485	0.02991540008	1
486	0.0298220188	1
487	0.02965289109	1
488	0.02951209254	1
489	0.02933461468	1
490	0.02919895335	1
491	0.02912403544	1
492	0.02899956823	1
493	0.02888998073	1
494	0.0288421404	1
495	0.02880468715	1
496	0.02875702207	1
497	0.02869130178	1
498	0.028641115	1
499	0.02849691526	1
