iter	Passed	Remaining
142	34095	85118
143	34330	84871
144	34517	84507
145	34692	84116
146	34927	83874
147	35186	83687
148	35446	83501
149	35686	83268
150	35942	83072
151	36117	82690
152	36296	82319
153	36497	82000
154	36709	81707
155	36894	81356
156	37101	81056
157	37323	80788
158	37557	80548
159	37808	80343
160	38057	80133
161	38267	79842
162	38522	79644
163	38770	79431
164	38968	79117
165	39250	78973
166	39447	78657
167	39721	78497
168	40029	78400
169	40298	78225
170	40556	78029
171	40802	77810
172	41039	77571
173	41250	77285
174	41497	77066
175	41742	76844
176	42006	76655
177	42288	76499
178	42546	76298
179	42777	76048
180	43003	75790
181	43276	75615
182	43545	75430
183	43789	75204
184	43971	74869
185	44248	74698
186	44454	74408
187	44680	74150
188	44892	73871
189	45102	73588
190	45390	73433
191	45664	73253
192	45911	73029
193	46164	72816
194	46388	72556
195	46676	72396
196	46918	72164
197	47190	71976
198	47409	71709
199	47638	71458
200	47912	71273
201	48183	71083
202	48421	70842
203	48634	70568
204	48813	70244
205	48980	69904
206	49153	69575
207	49393	69340
208	49587	69042
209	49862	68857
210	50132	68664
211	50377	68436
212	50559	68125
213	50832	67934
214	51102	67741
215	51355	67523
216	51632	67336
217	51847	67069
218	52132	66891
219	52420	66717
220	52696	66526
221	52996	66365
222	53232	66122
223	53440	65846
224	53692	65624
225	53943	65400
226	54209	65194
227	54452	64961
228	54674	64702
229	54923	64475
230	55207	64288
231	55498	64110
232	55744	63878
233	56004	63662
234	56253	63434
235	56538	63246
236	56795	63026
237	57046	62799
238	57304	62578
239	57487	62277
240	57736	62048
241	57991	61825
242	58221	61576
243	58411	61283
244	58655	61049
245	58913	60829
246	59155	60592
247	59444	60403
248	59713	60193
249	59960	59960
250	60196	59717
251	60456	59497
252	60689	59250
253	60957	59037
254	61207	58806
255	61488	58606
256	61696	58335
257	61917	58077
258	62115	57798
259	62367	57569
260	62545	57273
261	62809	57056
262	63076	56840
263	63353	56633
264	63567	56371
265	63803	56127
266	64035	55881
267	64269	55636
268	64496	55385
269	64745	55153
270	65047	54966
271	65292	54730
272	65543	54499
273	65798	54271
274	66022	54018
275	66292	53802
276	66562	53586
277	66794	53339
278	67103	53153
279	67372	52935
280	67597	52682
281	67838	52442
282	68034	52167
283	68270	51923
284	68543	51708
285	68794	51475
286	69079	51268
287	69302	51014
288	69521	50758
289	69799	50544
290	70058	50317
291	70255	50045
292	70528	49827
293	70764	49583
294	70975	49322
295	71190	49063
296	71458	48842
297	71653	48570
298	71916	48345
299	72120	48080
300	72385	47856
301	72640	47625
302	72900	47397
303	73165	47172
304	73402	46929
305	73682	46713
306	73945	46487
307	74173	46237
308	74412	45996
309	74649	45753
310	74921	45531
311	75199	45312
312	75380	45035
313	75561	44759
314	75788	44510
315	76022	44266
316	76303	44049
317	76572	43824
318	76831	43594
319	77070	43352
320	77316	43113
321	77564	42877
322	77758	42610
323	77987	42363
324	78247	42133
325	78504	41901
326	78765	41670
327	79026	41440
328	79224	41177
329	79408	40907
330	79585	40634
331	79842	40402
332	80085	40163
333	80355	39937
334	80607	39702
335	80850	39462
336	81093	39223
337	81335	38983
338	81573	38741
339	81798	38493
340	82032	38249
341	82279	38012
342	82515	37769
343	82734	37519
344	83008	37293
345	83234	37046
346	83516	36824
347	83784	36595
348	84057	36368
349	84272	36116
350	84565	35898
351	84829	35666
352	85019	35404
353	85279	35171
354	85464	34907
355	85738	34680
356	85956	34430
357	86171	34179
358	86439	33949
359	86704	33718
360	86995	33496
361	87240	33257
362	87517	33030
363	87807	32807
364	88071	32574
365	88272	32318
366	88459	32057
367	88658	31801
368	88892	31557
369	89149	31322
370	89396	31084
371	89610	30833
372	89842	30589
373	90119	30360
374	90361	30120
375	90584	29873
376	90853	29641
377	91130	29412
378	91416	29185
379	91656	28944
380	91873	28695
381	92085	28445
382	92350	28211
383	92637	27984
384	92868	27740
385	93136	27506
386	93398	27271
387	93656	27034
388	93889	26790
389	94134	26550
390	94385	26312
391	94628	26071
392	94884	25833
393	95119	25590
394	95368	25351
395	95618	25111
396	95858	24869
397	96119	24633
398	96368	24393
399	96651	24162
400	96840	23908
401	97096	23670
402	97377	23438
403	97629	23199
404	97897	22963
405	98160	22726
406	98416	22488
407	98659	22246
408	98893	22003
409	99163	21767
410	99473	21540
411	99756	21307
412	99947	21054
413	100214	20817
414	100423	20568
415	100680	20329
416	100936	20090
417	101253	19863
418	101504	19622
419	101736	19378
420	102000	19140
421	102241	18897
422	102426	18644
423	102685	18405
424	102944	18166
425	103185	17924
426	103431	17682
427	103721	17448
428	103988	17210
429	104251	16971
430	104492	16728
431	104683	16477
432	104955	16240
433	105151	15990
434	105334	15739
435	105523	15489
436	105698	15237
437	105888	14988
438	106073	14739
439	106252	14489
440	106417	14237
441	106588	13986
442	106753	13735
443	106930	13486
444	107109	13238
445	107306	12992
446	107500	12746
447	107687	12499
448	107876	12253
449	108064	12007
450	108266	11762
451	108531	11525
452	108789	11287
453	109025	11046
454	109215	10801
455	109498	10565
456	109684	10320
457	109870	10075
458	110053	9830
459	110265	9588
460	110525	9350
461	110805	9113
462	111069	8875
463	111310	8636
464	111562	8397
465	111793	8156
466	112058	7918
467	112262	7676
468	112506	7436
469	112755	7197
470	112998	6957
471	113198	6715
472	113401	6473
473	113640	6233
474	113908	5995
475	114148	5755
476	114393	5515
477	114619	5275
478	114881	5036
479	115140	4797
480	115385	4557
481	115669	4319
482	115867	4078
483	116132	3839
484	116390	3599
485	116661	3360
486	116882	3120
487	117056	2878
488	117283	2638
489	117555	2399
490	117825	2159
491	118092	1920
492	118285	1679
493	118512	1439
494	118716	1199
495	118915	958
496	119104	718
497	119333	479
498	119579	239
499	119846	0
