iter	Logloss	Accuracy
182	0.1312344475	0.9758723404
183	0.1302791475	0.9759574468
184	0.1294691558	0.9768085106
185	0.1292584938	0.9771489362
186	0.1282896918	0.9777021277
187	0.1275585075	0.9778297872
188	0.126798051	0.9780851064
189	0.1261702174	0.9781276596
190	0.1257399091	0.9781276596
191	0.1251721112	0.9783404255
192	0.1249534449	0.9783829787
193	0.1243790325	0.9787659574
194	0.1238910499	0.9789361702
195	0.123328487	0.9792765957
196	0.1228611351	0.9795319149
197	0.122044288	0.9796170213
198	0.121394096	0.9800425532
199	0.1208600227	0.98
200	0.1205827086	0.9801702128
201	0.1202577559	0.9803829787
202	0.1196265398	0.9807234043
203	0.1191302486	0.9810212766
204	0.1185586739	0.9810638298
205	0.1179589026	0.981106383
206	0.1179486343	0.9810638298
207	0.1173882584	0.9813617021
208	0.1165390224	0.9819148936
209	0.1158873024	0.9822553191
210	0.1156901536	0.9823829787
211	0.1152439834	0.9825106383
212	0.114472101	0.9828510638
213	0.1141197817	0.9831489362
214	0.1138990876	0.9832340426
215	0.1133133985	0.9833191489
216	0.1127670336	0.9837446809
217	0.1122341335	0.984
218	0.1115677952	0.9842553191
219	0.110850662	0.9845957447
220	0.110086149	0.9852340426
221	0.1096166136	0.9851489362
222	0.1089302572	0.9856170213
223	0.1082982116	0.9859148936
224	0.1077937164	0.9861276596
225	0.1072041895	0.9863404255
226	0.1068723865	0.9865957447
227	0.106433577	0.986893617
228	0.1060836194	0.9869361702
229	0.1054145609	0.9871914894
230	0.105119741	0.9873617021
231	0.1048071093	0.9875319149
232	0.1043506882	0.9877446809
233	0.103939104	0.9878723404
234	0.1031688057	0.9879148936
235	0.1028319011	0.9880425532
236	0.1025725085	0.9880851064
237	0.1022736959	0.9882978723
238	0.1016919786	0.9886808511
239	0.1011431594	0.9890638298
240	0.1006918122	0.9891489362
241	0.1004778295	0.9891914894
242	0.1001156782	0.9894042553
243	0.09950581656	0.9896170213
244	0.09906467506	0.989787234
245	0.09853380524	0.9896170213
246	0.09786726897	0.9901702128
247	0.09733150666	0.9903404255
248	0.09664095161	0.9906382979
249	0.09622032649	0.990893617
250	0.09577940125	0.9910212766
251	0.09552250871	0.991106383
252	0.09504938313	0.9912765957
253	0.09467317154	0.9912765957
254	0.09422875955	0.9913191489
255	0.09371868457	0.9915319149
256	0.09300738739	0.9916595745
257	0.09268443249	0.9917446809
258	0.09218060439	0.9918297872
259	0.09176119868	0.9921702128
260	0.0913355025	0.9922978723
261	0.09097365247	0.992212766
262	0.09050790116	0.9925531915
263	0.09000535793	0.9926808511
264	0.08950778971	0.9927234043
265	0.08906375463	0.9926808511
266	0.08875695143	0.9927659574
267	0.08818754965	0.992893617
268	0.08771504561	0.9930212766
269	0.08732512567	0.9931489362
270	0.08699641246	0.9932765957
271	0.08638782847	0.9934042553
272	0.08597436175	0.9934042553
273	0.08559409697	0.9934468085
274	0.08522183318	0.9935319149
275	0.08477880671	0.9937021277
276	0.08410345161	0.9939574468
277	0.08338676405	0.9942978723
278	0.08293192564	0.9944680851
279	0.08244269392	0.9946808511
280	0.08208548048	0.9947234043
281	0.0816654794	0.994893617
282	0.0813344929	0.9949787234
283	0.08090900808	0.9951914894
284	0.08056473401	0.9951914894
285	0.08027079468	0.9951489362
286	0.07983590626	0.9952765957
287	0.07967060025	0.9953191489
288	0.07936942026	0.9953617021
289	0.07924730236	0.9953191489
290	0.0788724911	0.9954468085
291	0.0785775501	0.9955319149
292	0.07839013563	0.9955319149
293	0.07807522018	0.9957446809
294	0.07775143437	0.9957446809
295	0.0776020851	0.9957446809
296	0.07707741369	0.996
