iter	Passed	Remaining
211	45338	61592
212	45521	61336
213	45785	61189
214	45968	60935
215	46231	60785
216	46504	60649
217	46765	60494
218	47053	60374
219	47245	60130
220	47485	59947
221	47716	59753
222	47960	59574
223	48229	59425
224	48473	59245
225	48761	59117
226	48982	58908
227	49188	58681
228	49368	58423
229	49570	58191
230	49808	58001
231	50073	57844
232	50283	57621
233	50559	57474
234	50828	57317
235	51058	57116
236	51323	56954
237	51549	56748
238	51792	56559
239	52046	56383
240	52316	56223
241	52571	56047
242	52818	55861
243	53037	55646
244	53251	55425
245	53501	55241
246	53693	54997
247	53897	54766
248	54113	54548
249	54317	54317
250	54518	54083
251	54708	53840
252	54906	53604
253	55103	53368
254	55352	53182
255	55596	52990
256	55793	52754
257	56025	52550
258	56271	52360
259	56522	52174
260	56752	51969
261	56973	51754
262	57233	51575
263	57489	51391
264	57685	51155
265	57866	50904
266	58094	50696
267	58344	50507
268	58568	50294
269	58819	50105
270	59054	49901
271	59323	49727
272	59577	49538
273	59817	49338
274	60016	49104
275	60233	48885
276	60463	48676
277	60680	48456
278	60941	48272
279	61187	48075
280	61439	47883
281	61674	47677
282	61909	47471
283	62132	47255
284	62400	47073
285	62686	46905
286	62925	46701
287	63165	46497
288	63391	46282
289	63633	46079
290	63895	45890
291	64115	45671
292	64349	45461
293	64553	45231
294	64808	45036
295	65051	44832
296	65250	44598
297	65502	44400
298	65733	44188
299	65933	43955
300	66172	43748
301	66443	43562
302	66669	43346
303	66902	43134
304	67134	42922
305	67375	42715
306	67656	42533
307	67851	42296
308	68076	42079
309	68259	41836
310	68469	41609
311	68653	41368
312	68819	41115
313	69023	40886
314	69227	40657
315	69462	40446
316	69683	40227
317	69904	40008
318	70102	39776
319	70344	39569
320	70546	39339
321	70741	39105
322	70970	38891
323	71178	38665
324	71445	38470
325	71701	38269
326	71931	38055
327	72190	37855
328	72424	37643
329	72647	37424
330	72869	37205
331	73089	36985
332	73332	36776
333	73572	36565
334	73798	36348
335	74048	36142
336	74300	35937
337	74553	35732
338	74833	35540
339	75062	35323
340	75296	35108
341	75535	34896
342	75790	34691
343	75992	34461
344	76252	34258
345	76516	34056
346	76716	33825
347	76938	33605
348	77135	33373
349	77391	33167
350	77630	32954
351	77856	32735
352	78082	32516
353	78350	32313
354	78590	32100
355	78804	31876
356	79018	31651
357	79253	31435
358	79465	31210
359	79642	30971
360	79865	30751
361	80058	30519
362	80314	30311
363	80585	30108
364	80850	29903
365	81099	29692
366	81363	29486
367	81574	29260
368	81825	29049
369	82115	28851
370	82351	28634
371	82531	28398
372	82764	28179
373	83003	27963
374	83296	27765
375	83534	27548
376	83785	27335
377	83987	27107
378	84214	26886
379	84450	26668
380	84666	26444
381	84927	26233
382	85177	26020
383	85437	25809
384	85730	25607
385	85978	25392
386	86207	25171
387	86472	24961
388	86711	24742
389	86959	24527
390	87174	24301
391	87421	24085
392	87682	23872
393	87946	23660
394	88166	23436
395	88436	23225
396	88685	23009
397	88964	22799
398	89180	22574
399	89461	22365
400	89719	22150
401	89920	21921
402	90175	21704
403	90437	21490
404	90707	21277
405	90967	21061
406	91192	20837
407	91460	20623
408	91633	20387
409	91886	20170
410	92136	19951
411	92431	19742
412	92678	19523
413	92952	19308
414	93138	19076
415	93386	18856
416	93647	18639
417	93866	18413
418	94048	18181
419	94236	17949
420	94412	17716
421	94575	17480
422	94753	17248
423	94929	17015
424	95110	16784
425	95283	16551
426	95450	16318
427	95618	16085
428	95784	15852
429	95965	15622
430	96149	15392
431	96330	15163
432	96530	14936
433	96703	14705
434	96902	14479
435	97140	14259
436	97367	14036
437	97666	13824
438	97906	13604
439	98162	13385
440	98395	13164
441	98648	12944
442	98890	12724
443	99073	12495
444	99259	12267
445	99461	12042
446	99705	11821
447	99952	11601
448	100196	11380
449	100484	11164
450	100762	10947
451	101007	10726
452	101220	10501
453	101441	10278
454	101709	10059
455	101921	9834
456	102159	9612
457	102422	9392
458	102703	9173
459	102939	8951
460	103198	8730
461	103438	8507
462	103684	8285
463	103916	8062
464	104150	7839
465	104414	7618
466	104600	7391
467	104869	7170
468	105081	6945
469	105281	6720
470	105504	6496
471	105715	6271
472	105973	6049
473	106150	5822
474	106398	5599
475	106673	5378
476	106881	5153
477	107176	4932
478	107424	4709
479	107658	4485
480	107946	4264
481	108190	4040
482	108418	3815
483	108707	3593
484	108981	3370
485	109229	3146
486	109439	2921
487	109637	2696
488	109842	2470
489	110057	2246
490	110287	2021
491	110558	1797
492	110753	1572
493	110998	1348
494	111246	1123
495	111445	898
496	111691	674
497	111947	449
498	112171	224
499	112412	0
