iter	Logloss	Accuracy
294	0.06542351643	0.9984042553
295	0.06512123058	0.9985638298
296	0.06474747886	0.9986170213
297	0.06435573527	0.9986170213
298	0.06395081841	0.9986702128
299	0.0636268976	0.9987234043
300	0.0634367053	0.9987234043
301	0.0631322467	0.9987234043
302	0.06284804972	0.9987765957
303	0.06264108075	0.9988829787
304	0.06229826074	0.9989361702
305	0.06179578873	0.9989361702
306	0.06130132359	0.9990425532
307	0.0610635878	0.9990957447
308	0.06073245051	0.9991489362
309	0.06043242998	0.9991489362
310	0.06004162663	0.9992021277
311	0.05962276348	0.9992021277
312	0.05942814	0.9992021277
313	0.05913053239	0.9991489362
314	0.05880909831	0.9991489362
315	0.05868968128	0.9991489362
316	0.05839877482	0.9992553191
317	0.05814517176	0.9992021277
318	0.0578017727	0.9992553191
319	0.05742414901	0.9993085106
320	0.05722211793	0.9993617021
321	0.05695735717	0.9993617021
322	0.05658843856	0.9994148936
323	0.05646217737	0.9994148936
324	0.05611812876	0.9994148936
325	0.05591889204	0.9994148936
326	0.05571003872	0.9994680851
327	0.05534917839	0.9995212766
328	0.05517281086	0.9995212766
329	0.05496638573	0.9995744681
330	0.05490050612	0.9995744681
331	0.05481457231	0.9995744681
332	0.05447442871	0.9995744681
333	0.05399282215	0.9996276596
334	0.05362324526	0.9996276596
335	0.05338864692	0.9996276596
336	0.05298148688	0.9997340426
337	0.05272570975	0.9997340426
338	0.05241711214	0.9997340426
339	0.05223987003	0.9997340426
340	0.05187992506	0.9997340426
341	0.05149478542	0.999787234
342	0.05127734848	0.999787234
343	0.05103128412	0.999787234
344	0.05072803255	0.999787234
345	0.0505747583	0.999787234
346	0.05047870199	0.9997340426
347	0.05026330499	0.999787234
348	0.05002867244	0.999787234
349	0.04989067995	0.999787234
350	0.04966423093	0.9998404255
351	0.04950556838	0.9998404255
352	0.04926822879	0.9998404255
353	0.04909063349	0.9998404255
354	0.04888082386	0.9998404255
355	0.04857742509	0.9998404255
356	0.04845544587	0.9998404255
357	0.04821103334	0.9998404255
358	0.04820273323	0.9998404255
359	0.04799107747	0.9998404255
360	0.04781674647	0.999893617
361	0.0475988872	0.999893617
362	0.04732245529	0.999893617
363	0.04702345765	0.999893617
364	0.0468545902	0.999893617
365	0.04660524613	0.999893617
366	0.04642640979	0.999893617
367	0.04613430216	0.999893617
368	0.04595149739	0.999893617
369	0.04572049503	0.999893617
370	0.04548263515	0.999893617
371	0.04524429611	0.999893617
372	0.04504602009	0.999893617
373	0.04485146512	0.999893617
374	0.04465182105	0.999893617
375	0.04439881156	0.999893617
376	0.04422192686	0.9999468085
377	0.04395742823	0.999893617
378	0.04377687703	0.999893617
379	0.04355103322	0.999893617
380	0.04337462723	0.9999468085
381	0.04320082129	0.9999468085
382	0.04301440404	0.9999468085
383	0.04283928676	0.9999468085
384	0.04264899653	0.9999468085
385	0.04243809165	0.9999468085
386	0.04232444082	0.9999468085
387	0.04213874827	0.9999468085
388	0.04197308391	0.9999468085
389	0.04192316401	0.9999468085
390	0.04180007597	0.9999468085
391	0.04164072145	0.9999468085
392	0.0415419758	0.9999468085
393	0.04139471189	1
394	0.04109470949	1
395	0.04108445604	1
396	0.04091603475	1
397	0.04083164057	1
398	0.04066161116	1
399	0.0405277915	1
400	0.04042775939	1
401	0.04027039799	1
402	0.04012891734	1
403	0.0399357245	1
404	0.03983203072	1
405	0.03966449004	1
406	0.03950364034	1
407	0.03934414147	1
408	0.03924869177	1
409	0.03906314397	1
410	0.03884941043	1
411	0.03877333603	1
412	0.0385925877	1
413	0.03844674235	1
414	0.03834605972	1
415	0.03819034465	1
416	0.03800372655	1
417	0.03794448245	1
418	0.03777630273	1
419	0.03751609022	1
420	0.03738166208	1
421	0.03720646904	1
422	0.03703318316	1
423	0.03686902073	1
424	0.03674986317	1
425	0.03651590972	1
426	0.03630914905	1
427	0.03613423938	1
428	0.0359768764	1
429	0.03590736595	1
430	0.03578419232	1
431	0.0356711835	1
432	0.0354774926	1
433	0.03536047197	1
434	0.0352649367	1
435	0.03508665741	1
436	0.03486234442	1
437	0.03473323001	1
438	0.03451849074	1
439	0.03438136379	1
440	0.03421696845	1
441	0.03409456319	1
442	0.03409455758	1
443	0.03397126253	1
444	0.03383460464	1
445	0.03368120589	1
446	0.03353770657	1
447	0.03341881936	1
448	0.03328492607	1
449	0.03316517301	1
450	0.03305906618	1
451	0.03295345076	1
452	0.03283547248	1
453	0.0326578078	1
454	0.03249083798	1
455	0.03240744054	1
456	0.03224054709	1
457	0.03210691926	1
458	0.0319587629	1
459	0.031829313	1
460	0.03171833303	1
461	0.03159088078	1
462	0.03149368675	1
463	0.03140320427	1
464	0.03126311656	1
465	0.03106560483	1
466	0.03100815689	1
467	0.03096441476	1
468	0.03087037284	1
469	0.03086895999	1
470	0.03086495063	1
471	0.03075612204	1
472	0.03064699612	1
473	0.03049227401	1
474	0.03041369874	1
475	0.03027945704	1
476	0.03014613468	1
477	0.03005009374	1
478	0.0299529492	1
479	0.02984635407	1
480	0.02970016501	1
481	0.02959562327	1
482	0.02951750698	1
483	0.02942169367	1
484	0.02929128948	1
485	0.02918556085	1
486	0.02903698475	1
487	0.02891839244	1
488	0.02882649408	1
489	0.02867736506	1
490	0.02855721443	1
491	0.0284241021	1
492	0.02831524475	1
493	0.0282061946	1
494	0.02813330938	1
495	0.02802128188	1
496	0.02796258999	1
497	0.02790373291	1
498	0.02775315967	1
499	0.02764388103	1
