iter	Logloss	Accuracy
90	0.211286234	0.9328191489
91	0.2101262533	0.9338829787
92	0.2091519596	0.9346276596
93	0.2077113418	0.9361170213
94	0.2062952867	0.9370744681
95	0.2052063135	0.9379787234
96	0.2038887564	0.9388829787
97	0.2027355325	0.9397340426
98	0.2012473446	0.9406382979
99	0.2001552113	0.9411170213
100	0.1990564812	0.9413297872
101	0.1973779952	0.9425531915
102	0.1963433745	0.9432446809
103	0.1951858405	0.9442021277
104	0.1941310738	0.9443085106
105	0.1929181463	0.9452659574
106	0.1914960999	0.9459574468
107	0.190439561	0.9463829787
108	0.1892716426	0.947287234
109	0.187922105	0.9480319149
110	0.1871699163	0.9490425532
111	0.1854214551	0.9505319149
112	0.1843206819	0.9512234043
113	0.1825455712	0.952393617
114	0.1817244701	0.9528723404
115	0.1802223455	0.9537234043
116	0.1790100049	0.9544680851
117	0.1775158029	0.9556382979
118	0.1764886905	0.9565957447
119	0.1750955706	0.9573404255
120	0.1744734947	0.9576595745
121	0.1733632752	0.9581382979
122	0.1723651911	0.9589893617
123	0.1714662484	0.9593617021
124	0.1709795271	0.9595744681
125	0.1703648532	0.9600531915
126	0.1693409754	0.9603723404
127	0.1687586225	0.9604787234
128	0.1677146137	0.9609042553
129	0.1665538465	0.9617553191
130	0.1654519593	0.9626595745
131	0.1639997044	0.9629787234
132	0.1628296469	0.9639361702
133	0.1618590244	0.9643085106
134	0.1606674027	0.9646276596
135	0.1601303461	0.964787234
136	0.1590308571	0.964893617
137	0.1581083981	0.9659042553
138	0.1569576154	0.9665957447
139	0.1554258974	0.967606383
140	0.1543272272	0.9673404255
141	0.1532664672	0.9679787234
142	0.1525225881	0.9682978723
143	0.151397655	0.9691489362
144	0.1504941904	0.9695744681
145	0.1495395227	0.970106383
146	0.1480865474	0.9708510638
147	0.1471195319	0.9713297872
148	0.1462967208	0.9719680851
149	0.1450370475	0.9725
150	0.144486981	0.972606383
151	0.1435404938	0.9731914894
152	0.1430290242	0.9734574468
153	0.1424378818	0.9736702128
154	0.141728813	0.9739361702
155	0.1409984146	0.9744148936
156	0.1400295981	0.9749468085
157	0.1387443906	0.9754787234
158	0.1381941968	0.9758510638
159	0.1380793932	0.9758510638
160	0.1373194389	0.9761170213
161	0.1369462484	0.9763829787
162	0.1362257057	0.9768617021
163	0.1351189849	0.9768617021
164	0.1341227851	0.9775531915
165	0.1338619655	0.977393617
166	0.1333455003	0.9775531915
167	0.1322074977	0.9779787234
168	0.1306985074	0.9791489362
169	0.1294779113	0.9795744681
170	0.1288412978	0.979787234
171	0.128013096	0.9806382979
172	0.1274068264	0.9808510638
173	0.1267316952	0.9813297872
174	0.1260800659	0.9814893617
175	0.1252161786	0.9817021277
176	0.1245642392	0.9818617021
177	0.1239233493	0.9821276596
178	0.123663938	0.9820744681
179	0.1229546878	0.9823404255
180	0.1227299872	0.982287234
181	0.1216802965	0.9826595745
182	0.1209932929	0.9830851064
183	0.1201787238	0.9837234043
184	0.1194373746	0.9839361702
185	0.1188234043	0.9839893617
186	0.1181275936	0.9844148936
187	0.117552173	0.9845212766
188	0.1170291955	0.9846808511
189	0.1161813115	0.985
190	0.1151412988	0.9855319149
191	0.1144856236	0.9858510638
192	0.1136258762	0.9862234043
193	0.113160963	0.9862234043
194	0.1126594694	0.9865425532
195	0.111999166	0.9869148936
196	0.1113949236	0.9875531915
197	0.1109237395	0.987393617
198	0.1103770486	0.9874468085
199	0.1098233571	0.987712766
200	0.1089520063	0.9879787234
201	0.1085599275	0.9882978723
202	0.1075075038	0.9888829787
203	0.1069204533	0.9889361702
204	0.1060870268	0.9892553191
205	0.1053348504	0.9893617021
206	0.1046644854	0.9894680851
207	0.10400302	0.9899468085
208	0.1033647095	0.9900531915
209	0.1029134056	0.9903723404
210	0.1024760209	0.9902659574
211	0.1016218165	0.9904255319
212	0.1011770963	0.9905319149
213	0.1003253567	0.9905851064
214	0.0995867985	0.9908510638
215	0.09893482939	0.9909574468
216	0.09834695096	0.9910106383
217	0.09753525339	0.9912765957
218	0.09723626695	0.9914361702
219	0.09660713187	0.9917021277
220	0.09626443458	0.9917553191
221	0.09564440585	0.9918085106
222	0.09511002882	0.9918617021
223	0.09472236025	0.9920744681
224	0.09386814155	0.9926595745
225	0.09317836082	0.9929787234
226	0.09248329995	0.9931382979
227	0.09208495963	0.9934042553
228	0.09153645457	0.9935638298
229	0.09117756292	0.9936170213
230	0.0907899981	0.9936702128
231	0.09017752376	0.9937765957
232	0.08990255429	0.9939893617
233	0.08958249111	0.9939893617
234	0.08888875592	0.9941489362
235	0.08830213171	0.9943617021
236	0.08747500518	0.9946808511
237	0.08699623486	0.994787234
238	0.08658040798	0.9947340426
239	0.08628268838	0.9948404255
240	0.08583276812	0.9948404255
241	0.08519438562	0.995212766
242	0.08509976475	0.995212766
243	0.08468758344	0.9953191489
244	0.08430347034	0.9953191489
245	0.08410712352	0.9953723404
246	0.08335029709	0.9955319149
247	0.08307502786	0.9955319149
248	0.08266475174	0.9956914894
249	0.08221925814	0.9956914894
250	0.0814635937	0.9957978723
251	0.08103915303	0.9959574468
252	0.08068503244	0.9961702128
253	0.08020833276	0.9961702128
254	0.07985055378	0.9961702128
255	0.07935670792	0.9964361702
256	0.0789181304	0.9964893617
257	0.07865412998	0.9964893617
258	0.07817581355	0.9965425532
259	0.07766705847	0.9965957447
260	0.07718099903	0.9967553191
261	0.07667829844	0.9969148936
262	0.07619582389	0.9969148936
263	0.0758850938	0.9969148936
264	0.07541185845	0.9970212766
265	0.07519776981	0.9971276596
266	0.07499857071	0.9971808511
267	0.07468392775	0.997287234
268	0.07420666691	0.997393617
269	0.07393705884	0.997393617
270	0.07332502235	0.9975531915
271	0.07316100981	0.9976595745
272	0.07287472829	0.9976595745
273	0.07250453709	0.997606383
274	0.07199994192	0.9976595745
275	0.0714926956	0.9978191489
276	0.071080648	0.9978191489
277	0.0706944302	0.9978191489
278	0.07027655619	0.9978723404
279	0.06995004762	0.9979787234
280	0.06957210891	0.9980851064
281	0.06922502927	0.9980851064
282	0.06904666889	0.9980851064
283	0.06874590533	0.9981382979
284	0.06852510121	0.9981382979
285	0.06805772446	0.9981914894
286	0.06750151108	0.9983510638
287	0.06697250243	0.9983510638
288	0.0667037761	0.9983510638
289	0.06644921301	0.9983510638
290	0.06610924601	0.9983510638
291	0.06576526071	0.9984042553
292	0.06545370272	0.9984042553
293	0.06518333996	0.9984574468
294	0.06496534856	0.9984042553
295	0.06462056876	0.9984574468
296	0.06438985672	0.9984574468
297	0.06406294811	0.9985106383
298	0.06391231926	0.9985106383
299	0.06376760862	0.9984574468
300	0.06337253565	0.9985106383
301	0.06295501596	0.9985638298
302	0.06258413681	0.9986170213
303	0.06230000267	0.9986702128
304	0.06203890139	0.9986170213
305	0.06173703188	0.9987234043
306	0.06146462004	0.9986702128
307	0.0612958861	0.9987234043
308	0.06113502391	0.9987765957
309	0.06090866332	0.9987765957
310	0.06052083116	0.9988297872
311	0.06022385423	0.9988829787
312	0.05991920079	0.9989893617
313	0.05938285525	0.9992553191
314	0.05907641101	0.9992553191
315	0.05882482192	0.9993085106
316	0.05849113556	0.9993085106
317	0.05822615377	0.9994148936
318	0.05795200454	0.9994148936
319	0.05779450968	0.9994148936
320	0.05761303608	0.9994148936
321	0.05752762727	0.9994148936
322	0.05733863608	0.9994148936
323	0.05703792537	0.9994148936
324	0.05680952529	0.9994680851
325	0.05655093017	0.9994680851
326	0.05624480953	0.9995212766
327	0.0560521256	0.9995212766
328	0.05564849881	0.9995212766
329	0.05531790396	0.9995212766
330	0.05515901507	0.9995212766
331	0.05493520862	0.9995212766
332	0.05474653022	0.9995212766
333	0.05461271963	0.9995212766
334	0.05436730205	0.9995212766
335	0.05420087294	0.9995212766
336	0.05395386615	0.9995212766
337	0.05371389792	0.9995212766
338	0.05347015338	0.9995744681
339	0.05314384011	0.9995744681
340	0.05280528744	0.9995744681
341	0.05259153254	0.9995744681
342	0.05248413599	0.9995744681
343	0.05212440453	0.9995744681
344	0.05187669108	0.9995744681
345	0.0515991059	0.9995212766
346	0.05147146508	0.9995212766
347	0.05124769693	0.9995744681
348	0.05102394094	0.9996808511
349	0.05084836785	0.9996808511
350	0.050731331	0.9996808511
351	0.05049940936	0.9996808511
352	0.05022616854	0.9997340426
353	0.04993392689	0.9997340426
354	0.04981142097	0.9997340426
355	0.04963891707	0.9997340426
356	0.04958448807	0.9997340426
357	0.0493727805	0.9997340426
358	0.04923484481	0.9997340426
359	0.04902306508	0.9997340426
360	0.0488101275	0.9997340426
361	0.04861883177	0.9997340426
362	0.04851406971	0.9997340426
363	0.04825771613	0.9997340426
364	0.04800230406	0.9997340426
365	0.04785259955	0.9997340426
366	0.04764004069	0.9997340426
367	0.04749833029	0.9997340426
368	0.04733627116	0.9997340426
369	0.04720777012	0.9997340426
370	0.0470301539	0.9997340426
371	0.04671949205	0.999787234
372	0.04654321471	0.999787234
373	0.04632234383	0.999787234
374	0.04605067981	0.999787234
375	0.04579808916	0.999787234
376	0.04568713549	0.9998404255
377	0.04563610534	0.9998404255
378	0.04542414199	0.999893617
379	0.04531077668	0.999893617
380	0.04517661842	0.999893617
381	0.04492942219	0.999893617
382	0.04480058886	0.9998404255
383	0.04460746212	0.9998404255
384	0.04426587629	0.9998404255
385	0.04412539381	0.999893617
386	0.04392137028	0.999893617
387	0.04369261176	0.999893617
388	0.04353077006	0.999893617
389	0.04338881267	0.999893617
390	0.04324315649	0.999893617
391	0.04303866914	0.999893617
392	0.04294426907	0.999893617
393	0.04276114954	0.999893617
394	0.04259575111	0.999893617
395	0.04242157758	0.999893617
396	0.04230860207	0.999893617
397	0.04215570774	0.999893617
398	0.04205836301	0.999893617
399	0.04187222845	0.999893617
400	0.04175571919	0.999893617
401	0.04158786661	0.999893617
402	0.04144217412	0.999893617
403	0.04117368144	0.999893617
404	0.04100648669	0.9999468085
405	0.04081975947	0.999893617
406	0.04062757688	0.9999468085
407	0.04051844362	0.9999468085
408	0.04024796853	0.9999468085
409	0.04006922253	0.9999468085
410	0.03996279348	0.9999468085
411	0.03988272295	0.9999468085
412	0.03968945417	0.9999468085
413	0.03953362436	1
414	0.03932175025	1
415	0.03904734262	1
416	0.03899049333	1
417	0.03883571411	1
418	0.03870599234	0.9999468085
419	0.03858022508	0.9999468085
420	0.03846435091	1
421	0.03835007128	1
422	0.03814211354	0.9999468085
423	0.03806497014	0.9999468085
424	0.03791299391	0.9999468085
425	0.0377544013	0.9999468085
426	0.03763586739	0.9999468085
427	0.03751902287	0.9999468085
428	0.03729801087	0.9999468085
429	0.03713376706	0.9999468085
430	0.0369078491	0.9999468085
431	0.03678246871	0.9999468085
432	0.03659782148	1
433	0.0364823529	1
434	0.03636563456	1
435	0.03621086741	1
436	0.03608692187	1
437	0.03600588392	1
438	0.03584671052	1
439	0.03572805333	1
440	0.03556721842	1
441	0.03538367638	1
442	0.03532647349	1
443	0.03520372447	1
444	0.03511655995	1
445	0.03498229255	1
446	0.0348001595	1
447	0.0346348603	1
448	0.03451002824	1
449	0.03441878678	1
450	0.03431667366	1
451	0.03417947618	1
452	0.03404316916	1
453	0.03391136599	1
454	0.03380115381	1
455	0.03365786024	1
456	0.0335420391	1
457	0.03346820318	1
458	0.03333450228	1
459	0.0332342444	1
460	0.03309295264	1
461	0.03296324063	1
462	0.03279069949	1
463	0.03266047108	1
464	0.03258708933	1
465	0.03242091815	1
466	0.03230215215	1
467	0.03211586705	1
468	0.0320055272	1
469	0.03181944266	1
470	0.03170570819	1
471	0.03156460672	1
472	0.03144371795	1
473	0.03125811613	1
474	0.03103011943	1
475	0.03093028563	1
476	0.03078491719	1
477	0.03067041474	1
478	0.0305454962	1
479	0.03046397685	1
480	0.030365927	1
481	0.03021878194	1
482	0.03012591095	1
483	0.02998933471	1
484	0.02981619014	1
485	0.0296349569	1
486	0.02952459233	1
487	0.02946297239	1
488	0.02935607187	1
489	0.02927861281	1
490	0.02918381413	1
491	0.02910078143	1
492	0.02904724335	1
493	0.02897264969	1
494	0.02893401349	1
495	0.02884366809	1
496	0.0287587119	1
497	0.02868659243	1
498	0.02860033222	1
499	0.02848470356	1
