iter	Passed	Remaining
211	48995	66559
212	49196	66288
213	49425	66054
214	49630	65789
215	49822	65507
216	50074	65305
217	50327	65102
218	50569	64886
219	50764	64609
220	50949	64321
221	51214	64133
222	51506	63979
223	51719	63726
224	51984	63536
225	52224	63316
226	52433	63058
227	52683	62850
228	52939	62648
229	53156	62401
230	53392	62175
231	53575	61889
232	53776	61624
233	53994	61378
234	54198	61117
235	54389	60842
236	54623	60615
237	54825	60354
238	55041	60108
239	55234	59837
240	55438	59579
241	55632	59310
242	55899	59120
243	56182	58945
244	56443	58747
245	56641	58483
246	56858	58239
247	57097	58018
248	57286	57747
249	57462	57462
250	57710	57251
251	57888	56969
252	58195	56815
253	58437	56596
254	58653	56353
255	58930	56168
256	59169	55946
257	59424	55739
258	59642	55497
259	59815	55214
260	59994	54937
261	60236	54718
262	60451	54475
263	60688	54252
264	60939	54040
265	61179	53819
266	61365	53551
267	61542	53275
268	61776	53049
269	62065	52870
270	62259	52610
271	62506	52394
272	62752	52179
273	62950	51922
274	63156	51673
275	63414	51466
276	63685	51269
277	63951	51069
278	64202	50855
279	64447	50637
280	64672	50403
281	64865	50144
282	65083	49904
283	65325	49684
284	65532	49436
285	65774	49215
286	66004	48985
287	66226	48750
288	66527	48571
289	66801	48373
290	67032	48143
291	67250	47904
292	67487	47679
293	67665	47411
294	67937	47211
295	68193	46998
296	68380	46738
297	68634	46524
298	68887	46308
299	69181	46120
300	69429	45901
301	69708	45702
302	69952	45480
303	70167	45239
304	70434	45031
305	70657	44795
306	70886	44563
307	71104	44325
308	71350	44103
309	71597	43882
310	71775	43619
311	71976	43370
312	72172	43119
313	72400	42887
314	72610	42644
315	72849	42418
316	73104	42202
317	73360	41986
318	73628	41776
319	73819	41523
320	74099	41320
321	74271	41056
322	74505	40828
323	74742	40600
324	75025	40398
325	75259	40169
326	75509	39948
327	75761	39728
328	76018	39511
329	76258	39284
330	76536	39077
331	76822	38873
332	77013	38622
333	77233	38385
334	77465	38154
335	77697	37923
336	77949	37702
337	78183	37472
338	78445	37255
339	78631	37003
340	78857	36769
341	79042	36516
342	79313	36303
343	79540	36070
344	79756	35832
345	80020	35616
346	80200	35362
347	80464	35145
348	80732	34929
349	80930	34684
350	81202	34470
351	81377	34215
352	81621	33989
353	81879	33769
354	82134	33547
355	82409	33334
356	82587	33081
357	82832	32855
358	83098	32637
359	83358	32417
360	83639	32204
361	83898	31983
362	84132	31752
363	84393	31531
364	84656	31311
365	84899	31083
366	85115	30845
367	85366	30620
368	85631	30400
369	85890	30177
370	86085	29932
371	86306	29696
372	86485	29446
373	86717	29215
374	86915	28971
375	87158	28743
376	87391	28512
377	87582	28267
378	87768	28021
379	87967	27779
380	88200	27548
381	88442	27319
382	88691	27093
383	88918	26860
384	89144	26627
385	89355	26390
386	89536	26143
387	89752	25908
388	90010	25684
389	90213	25444
390	90386	25197
391	90556	24949
392	90826	24728
393	91010	24484
394	91241	24253
395	91409	24006
396	91679	23785
397	91934	23560
398	92150	23326
399	92422	23105
400	92701	22886
401	92981	22667
402	93229	22439
403	93466	22209
404	93698	21978
405	93900	21740
406	94081	21497
407	94303	21264
408	94560	21039
409	94846	20820
410	95114	20596
411	95325	20360
412	95608	20140
413	95890	19919
414	96130	19689
415	96375	19460
416	96643	19236
417	96866	19002
418	97121	18775
419	97319	18536
420	97540	18303
421	97770	18071
422	98004	17840
423	98257	17612
424	98506	17383
425	98731	17150
426	98981	16921
427	99161	16681
428	99404	16451
429	99627	16218
430	99848	15985
431	100027	15745
432	100280	15516
433	100479	15280
434	100738	15052
435	101024	14829
436	101269	14599
437	101556	14375
438	101761	14140
439	101981	13906
440	102181	13670
441	102426	13440
442	102617	13203
443	102836	12970
444	103080	12740
445	103330	12510
446	103544	12277
447	103804	12048
448	104062	11820
449	104257	11584
450	104499	11353
451	104780	11127
452	105031	10897
453	105257	10664
454	105481	10432
455	105712	10200
456	105975	9971
457	106184	9737
458	106427	9506
459	106707	9278
460	106941	9047
461	107176	8815
462	107361	8579
463	107597	8348
464	107786	8112
465	108029	7881
466	108221	7647
467	108465	7416
468	108671	7182
469	108945	6953
470	109159	6721
471	109367	6487
472	109594	6255
473	109868	6026
474	110096	5794
475	110335	5563
476	110615	5333
477	110807	5099
478	111052	4868
479	111294	4637
480	111511	4404
481	111713	4171
482	111931	3939
483	112187	3708
484	112395	3476
485	112595	3243
486	112793	3010
487	113029	2779
488	113223	2546
489	113452	2315
490	113701	2084
491	113946	1852
492	114226	1621
493	114472	1390
494	114642	1158
495	114911	926
496	115154	695
497	115408	463
498	115639	231
499	115819	0
